"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 14 22:35:15 GMT 2021","Sat Aug 14 22:35:15 GMT 2021","5","test","test_conduit","TestConduit","","","test_home_page_appearance",""
"passed","Sat Aug 14 22:35:16 GMT 2021","Sat Aug 14 22:35:17 GMT 2021","1052","test","test_decline_cookie","TestConduitCookieDecline","","","test_declinecookie",""
"passed","Sat Aug 14 22:35:26 GMT 2021","Sat Aug 14 22:35:28 GMT 2021","1514","test","test_list_pagination","TestConduitListPagination","","","test_pagination",""
"passed","Sat Aug 14 22:35:42 GMT 2021","Sat Aug 14 22:35:46 GMT 2021","4403","test","test_registration","TestConduitRegistration","","","test_registration",""
"passed","Sat Aug 14 22:35:32 GMT 2021","Sat Aug 14 22:35:40 GMT 2021","8054","test","test_modify_bio","TestConduitModifyBio","","","test_modifybio",""
"passed","Sat Aug 14 22:34:57 GMT 2021","Sat Aug 14 22:35:13 GMT 2021","16481","test","test_add_articles_from_csv","TestConduitAddArticlesCsv","","","test_add_articles_csv",""
"passed","Sat Aug 14 22:35:19 GMT 2021","Sat Aug 14 22:35:24 GMT 2021","5188","test","test_delete_article","TestConduitDeleteArticle","","","test_delete_article",""
"passed","Sat Aug 14 22:35:29 GMT 2021","Sat Aug 14 22:35:31 GMT 2021","1418","test","test_logout","TestConduitLogout","","","test_logout",""
"passed","Sat Aug 14 22:34:45 GMT 2021","Sat Aug 14 22:34:52 GMT 2021","7025","test","test_1login","TestConduitLogin","","","test_login",""
"passed","Sat Aug 14 22:34:54 GMT 2021","Sat Aug 14 22:34:55 GMT 2021","1050","test","test_accept_cookie","TestConduitCookieAccept","","","test_acceptcookie",""
"passed","Sat Aug 14 22:35:48 GMT 2021","Sat Aug 14 22:35:56 GMT 2021","7517","test","test_xcreate_bio","TestConduitCreateBio","","","test_createbio",""
