"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 15 01:52:25 GMT 2021","Sun Aug 15 01:52:41 GMT 2021","15734","test","test_add_articles_from_csv","TestConduitAddArticlesCsv","","","test_add_articles_csv",""
"passed","Sun Aug 15 01:52:04 GMT 2021","Sun Aug 15 01:52:11 GMT 2021","6921","test","test_1_login","TestConduitLogin","","","test_login",""
"passed","Sun Aug 15 01:52:41 GMT 2021","Sun Aug 15 01:52:41 GMT 2021","4","test","test_conduit","TestConduit","","","test_home_page_appearance",""
"passed","Sun Aug 15 01:53:00 GMT 2021","Sun Aug 15 01:53:01 GMT 2021","910","test","test_list_pagination","TestConduitListPagination","","","test_pagination",""
"passed","Sun Aug 15 01:53:06 GMT 2021","Sun Aug 15 01:53:13 GMT 2021","7376","test","test_modify_bio","TestConduitModifyBio","","","test_modifybio",""
"passed","Sun Aug 15 01:53:15 GMT 2021","Sun Aug 15 01:53:19 GMT 2021","4338","test","test_registration","TestConduitRegistration","","","test_registration",""
"passed","Sun Aug 15 01:53:03 GMT 2021","Sun Aug 15 01:53:04 GMT 2021","1308","test","test_logout","TestConduitLogout","","","test_logout",""
"passed","Sun Aug 15 01:53:21 GMT 2021","Sun Aug 15 01:53:22 GMT 2021","1068","test","test_titles_to_file","TestConduitTitlestoFile","","","test_titles_to_file",""
"passed","Sun Aug 15 01:52:51 GMT 2021","Sun Aug 15 01:52:52 GMT 2021","1042","test","test_decline_cookie","TestConduitCookieDecline","","","test_declinecookie",""
"passed","Sun Aug 15 01:52:22 GMT 2021","Sun Aug 15 01:52:23 GMT 2021","1044","test","test_accept_cookie","TestConduitCookieAccept","","","test_acceptcookie",""
"passed","Sun Aug 15 01:52:54 GMT 2021","Sun Aug 15 01:52:59 GMT 2021","4824","test","test_delete_article","TestConduitDeleteArticle","","","test_delete_article",""
"passed","Sun Aug 15 01:52:43 GMT 2021","Sun Aug 15 01:52:50 GMT 2021","7367","test","test_create_bio","TestConduitCreateBio","","","test_createbio",""
"passed","Sun Aug 15 01:52:13 GMT 2021","Sun Aug 15 01:52:21 GMT 2021","7737","test","test_2_list_favorited_articles","TestConduitListFavoritedArticles","","","test_list_favorited_articles",""
