"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sun Aug 15 01:37:49 GMT 2021","Sun Aug 15 01:37:50 GMT 2021","1323","test","test_logout","TestConduitLogout","","","test_logout",""
"passed","Sun Aug 15 01:37:08 GMT 2021","Sun Aug 15 01:37:09 GMT 2021","1045","test","test_accept_cookie","TestConduitCookieAccept","","","test_acceptcookie",""
"passed","Sun Aug 15 01:37:37 GMT 2021","Sun Aug 15 01:37:38 GMT 2021","1046","test","test_decline_cookie","TestConduitCookieDecline","","","test_declinecookie",""
"passed","Sun Aug 15 01:36:58 GMT 2021","Sun Aug 15 01:37:06 GMT 2021","7737","test","test_2_list_favorited_articles","TestConduitListFavoritedArticles","","","test_list_favorited_articles",""
"passed","Sun Aug 15 01:37:46 GMT 2021","Sun Aug 15 01:37:47 GMT 2021","980","test","test_list_pagination","TestConduitListPagination","","","test_pagination",""
"passed","Sun Aug 15 01:37:40 GMT 2021","Sun Aug 15 01:37:45 GMT 2021","4858","test","test_delete_article","TestConduitDeleteArticle","","","test_delete_article",""
"passed","Sun Aug 15 01:38:05 GMT 2021","Sun Aug 15 01:38:07 GMT 2021","1141","test","test_titles_to_file","TestConduitTitlestoFile","","","test_titles_to_file",""
"passed","Sun Aug 15 01:37:10 GMT 2021","Sun Aug 15 01:37:25 GMT 2021","15758","test","test_add_articles_from_csv","TestConduitAddArticlesCsv","","","test_add_articles_csv",""
"passed","Sun Aug 15 01:37:59 GMT 2021","Sun Aug 15 01:38:04 GMT 2021","4357","test","test_registration","TestConduitRegistration","","","test_registration",""
"passed","Sun Aug 15 01:37:51 GMT 2021","Sun Aug 15 01:37:59 GMT 2021","7908","test","test_modify_bio","TestConduitModifyBio","","","test_modifybio",""
"passed","Sun Aug 15 01:37:27 GMT 2021","Sun Aug 15 01:37:27 GMT 2021","4","test","test_conduit","TestConduit","","","test_home_page_appearance",""
"passed","Sun Aug 15 01:36:50 GMT 2021","Sun Aug 15 01:36:56 GMT 2021","6747","test","test_1_login","TestConduitLogin","","","test_login",""
"passed","Sun Aug 15 01:37:29 GMT 2021","Sun Aug 15 01:37:36 GMT 2021","6951","test","test_create_bio","TestConduitCreateBio","","","test_createbio",""
