"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 14 20:38:06 GMT 2021","Sat Aug 14 20:38:07 GMT 2021","1053","test","test_decline_cookie","TestConduitCookieDecline","","","test_declinecookie",""
"passed","Sat Aug 14 20:38:09 GMT 2021","Sat Aug 14 20:38:16 GMT 2021","7040","test","test_login","TestConduitLogin","","","test_login",""
"passed","Sat Aug 14 20:38:05 GMT 2021","Sat Aug 14 20:38:05 GMT 2021","5","test","test_conduit","TestConduit","","","test_home_page_appearance",""
"passed","Sat Aug 14 20:38:18 GMT 2021","Sat Aug 14 20:38:19 GMT 2021","1371","test","test_logout","TestConduitLogout","","","test_logout",""
"passed","Sat Aug 14 20:38:21 GMT 2021","Sat Aug 14 20:38:25 GMT 2021","4415","test","test_registration","TestConduitRegistration","","","test_registration",""
"passed","Sat Aug 14 20:38:02 GMT 2021","Sat Aug 14 20:38:03 GMT 2021","1093","test","test_accept_cookie","TestConduitCookieAccept","","","test_acceptcookie",""
