"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 14 21:24:39 GMT 2021","Sat Aug 14 21:24:39 GMT 2021","4","test","test_conduit","TestConduit","","","test_home_page_appearance",""
"passed","Sat Aug 14 21:25:09 GMT 2021","Sat Aug 14 21:25:16 GMT 2021","7406","test","test_xcreate_bio","TestConduitCreateBio","","","test_createbio",""
"passed","Sat Aug 14 21:24:40 GMT 2021","Sat Aug 14 21:24:41 GMT 2021","1045","test","test_decline_cookie","TestConduitCookieDecline","","","test_declinecookie",""
"passed","Sat Aug 14 21:25:03 GMT 2021","Sat Aug 14 21:25:07 GMT 2021","4425","test","test_registration","TestConduitRegistration","","","test_registration",""
"passed","Sat Aug 14 21:24:38 GMT 2021","Sat Aug 14 21:24:39 GMT 2021","1077","test","test_accept_cookie","TestConduitCookieAccept","","","test_acceptcookie",""
"passed","Sat Aug 14 21:24:54 GMT 2021","Sat Aug 14 21:25:01 GMT 2021","7003","test","test_modify_bio","TestConduitModifyBio","","","test_modifybio",""
"passed","Sat Aug 14 21:24:51 GMT 2021","Sat Aug 14 21:24:52 GMT 2021","1369","test","test_logout","TestConduitLogout","","","test_logout",""
"passed","Sat Aug 14 21:24:43 GMT 2021","Sat Aug 14 21:24:50 GMT 2021","7605","test","test_login","TestConduitLogin","","","test_login",""
