"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 14 22:53:23 GMT 2021","Sat Aug 14 22:53:29 GMT 2021","5636","test","test_delete_article","TestConduitDeleteArticle","","","test_delete_article",""
"passed","Sat Aug 14 22:53:19 GMT 2021","Sat Aug 14 22:53:19 GMT 2021","5","test","test_conduit","TestConduit","","","test_home_page_appearance",""
"passed","Sat Aug 14 22:53:37 GMT 2021","Sat Aug 14 22:53:45 GMT 2021","7960","test","test_modify_bio","TestConduitModifyBio","","","test_modifybio",""
"passed","Sat Aug 14 22:53:45 GMT 2021","Sat Aug 14 22:53:50 GMT 2021","4393","test","test_registration","TestConduitRegistration","","","test_registration",""
"passed","Sat Aug 14 22:53:33 GMT 2021","Sat Aug 14 22:53:35 GMT 2021","1357","test","test_logout","TestConduitLogout","","","test_logout",""
"passed","Sat Aug 14 22:52:58 GMT 2021","Sat Aug 14 22:52:59 GMT 2021","1046","test","test_accept_cookie","TestConduitCookieAccept","","","test_acceptcookie",""
"passed","Sat Aug 14 22:53:21 GMT 2021","Sat Aug 14 22:53:22 GMT 2021","1047","test","test_decline_cookie","TestConduitCookieDecline","","","test_declinecookie",""
"passed","Sat Aug 14 22:53:51 GMT 2021","Sat Aug 14 22:53:53 GMT 2021","1705","test","test_titles_to_file","TestConduitTitlestoFile","","","test_titles_to_file",""
"passed","Sat Aug 14 22:53:30 GMT 2021","Sat Aug 14 22:53:32 GMT 2021","1526","test","test_list_pagination","TestConduitListPagination","","","test_pagination",""
"passed","Sat Aug 14 22:53:01 GMT 2021","Sat Aug 14 22:53:18 GMT 2021","16385","test","test_add_articles_from_csv","TestConduitAddArticlesCsv","","","test_add_articles_csv",""
"passed","Sat Aug 14 22:53:55 GMT 2021","Sat Aug 14 22:54:02 GMT 2021","7090","test","test_xcreate_bio","TestConduitCreateBio","","","test_createbio",""
"passed","Sat Aug 14 22:52:50 GMT 2021","Sat Aug 14 22:52:57 GMT 2021","7008","test","test_1login","TestConduitLogin","","","test_login",""
