"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Sat Aug 14 22:27:56 GMT 2021","Sat Aug 14 22:28:04 GMT 2021","8123","test","test_modify_bio","TestConduitModifyBio","","","test_modifybio",""
"passed","Sat Aug 14 22:27:53 GMT 2021","Sat Aug 14 22:27:54 GMT 2021","1393","test","test_logout","TestConduitLogout","","","test_logout",""
"passed","Sat Aug 14 22:28:06 GMT 2021","Sat Aug 14 22:28:10 GMT 2021","4439","test","test_registration","TestConduitRegistration","","","test_registration",""
"passed","Sat Aug 14 22:27:17 GMT 2021","Sat Aug 14 22:27:24 GMT 2021","6986","test","test_1login","TestConduitLogin","","","test_login",""
"passed","Sat Aug 14 22:27:24 GMT 2021","Sat Aug 14 22:27:25 GMT 2021","1052","test","test_accept_cookie","TestConduitCookieAccept","","","test_acceptcookie",""
"passed","Sat Aug 14 22:27:47 GMT 2021","Sat Aug 14 22:27:48 GMT 2021","1060","test","test_decline_cookie","TestConduitCookieDecline","","","test_declinecookie",""
"passed","Sat Aug 14 22:28:12 GMT 2021","Sat Aug 14 22:28:20 GMT 2021","8047","test","test_xcreate_bio","TestConduitCreateBio","","","test_createbio",""
"passed","Sat Aug 14 22:27:45 GMT 2021","Sat Aug 14 22:27:45 GMT 2021","8","test","test_conduit","TestConduit","","","test_home_page_appearance",""
"passed","Sat Aug 14 22:27:27 GMT 2021","Sat Aug 14 22:27:44 GMT 2021","16591","test","test_add_articles_from_csv","TestConduitAddArticlesCsv","","","test_add_articles_csv",""
"passed","Sat Aug 14 22:27:50 GMT 2021","Sat Aug 14 22:27:51 GMT 2021","1564","test","test_list_pagination","TestConduitListPagination","","","test_pagination",""
