"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 18 20:41:07 GMT 2021","Wed Aug 18 20:41:07 GMT 2021","4","test","test_conduit","TestConduit","","","test_home_page_appearance",""
"passed","Wed Aug 18 20:41:31 GMT 2021","Wed Aug 18 20:41:32 GMT 2021","1396","test","test_logout","TestConduitLogout","","","test_logout",""
"passed","Wed Aug 18 20:41:33 GMT 2021","Wed Aug 18 20:41:41 GMT 2021","8099","test","test_modify_bio","TestConduitModifyBio","","","test_modifybio",""
"passed","Wed Aug 18 20:41:43 GMT 2021","Wed Aug 18 20:41:47 GMT 2021","4433","test","test_registration","TestConduitRegistration","","","test_registration",""
"passed","Wed Aug 18 20:40:29 GMT 2021","Wed Aug 18 20:40:36 GMT 2021","6909","test","test_1_login","TestConduitLogin","","","test_login",""
"passed","Wed Aug 18 20:40:49 GMT 2021","Wed Aug 18 20:41:06 GMT 2021","16942","test","test_add_articles_from_csv","TestConduitAddArticlesCsv","","","test_add_articles_csv",""
"passed","Wed Aug 18 20:40:46 GMT 2021","Wed Aug 18 20:40:47 GMT 2021","1051","test","test_accept_cookie","TestConduitCookieAccept","","","test_acceptcookie",""
"passed","Wed Aug 18 20:40:36 GMT 2021","Wed Aug 18 20:40:44 GMT 2021","7857","test","test_2_list_favorited_articles","TestConduitListFavoritedArticles","","","test_list_favorited_articles",""
"passed","Wed Aug 18 20:41:27 GMT 2021","Wed Aug 18 20:41:29 GMT 2021","1540","test","test_list_pagination","TestConduitListPagination","","","test_pagination",""
"passed","Wed Aug 18 20:41:18 GMT 2021","Wed Aug 18 20:41:19 GMT 2021","1049","test","test_decline_cookie","TestConduitCookieDecline","","","test_declinecookie",""
"passed","Wed Aug 18 20:41:49 GMT 2021","Wed Aug 18 20:41:51 GMT 2021","1758","test","test_titles_to_file","TestConduitTitlestoFile","","","test_titles_to_file",""
"passed","Wed Aug 18 20:41:20 GMT 2021","Wed Aug 18 20:41:26 GMT 2021","5252","test","test_delete_article","TestConduitDeleteArticle","","","test_delete_article",""
"passed","Wed Aug 18 20:41:09 GMT 2021","Wed Aug 18 20:41:16 GMT 2021","7146","test","test_create_bio","TestConduitCreateBio","","","test_createbio",""
